V1	I1	V2	I2	V3	I3
1.64000E+00	2.48040E-04	1.34236E+00	2.50000E-05	0.00000E+00	-2.72820E-04
1.66000E+00	2.48660E-04	1.34388E+00	2.50000E-05	0.00000E+00	-2.73280E-04
1.68000E+00	2.48280E-04	1.34448E+00	2.50000E-05	0.00000E+00	-2.73540E-04
1.70000E+00	2.48420E-04	1.34520E+00	2.50000E-05	0.00000E+00	-2.73340E-04
1.72000E+00	2.48740E-04	1.34664E+00	2.50000E-05	0.00000E+00	-2.73860E-04
1.74000E+00	2.48840E-04	1.34728E+00	2.50000E-05	0.00000E+00	-2.73560E-04
1.76000E+00	2.49720E-04	1.34792E+00	2.50000E-05	0.00000E+00	-2.73900E-04
1.78000E+00	2.49140E-04	1.34880E+00	2.50000E-05	0.00000E+00	-2.73820E-04
1.80000E+00	2.49020E-04	1.34940E+00	2.50000E-05	0.00000E+00	-2.74260E-04
1.82000E+00	2.49000E-04	1.35044E+00	2.50000E-05	0.00000E+00	-2.73740E-04
1.84000E+00	2.49380E-04	1.35120E+00	2.50000E-05	0.00000E+00	-2.73780E-04
1.86000E+00	2.49580E-04	1.35232E+00	2.50000E-05	0.00000E+00	-2.74440E-04
1.88000E+00	2.49120E-04	1.35332E+00	2.50000E-05	0.00000E+00	-2.74680E-04
1.90000E+00	2.49080E-04	1.35488E+00	2.50000E-05	0.00000E+00	-2.74080E-04
1.92000E+00	2.49440E-04	1.35540E+00	2.50000E-05	0.00000E+00	-2.74540E-04
1.94000E+00	2.49460E-04	1.35676E+00	2.50000E-05	0.00000E+00	-2.75080E-04
1.96000E+00	2.49680E-04	1.35772E+00	2.50000E-05	0.00000E+00	-2.75080E-04
1.98000E+00	2.50180E-04	1.35924E+00	2.50000E-05	0.00000E+00	-2.75280E-04
2.00000E+00	2.50300E-04	1.35988E+00	2.50000E-05	0.00000E+00	-2.75420E-04
2.02000E+00	2.49740E-04	1.36152E+00	2.50000E-05	0.00000E+00	-2.75540E-04
2.04000E+00	2.50280E-04	1.36184E+00	2.50000E-05	0.00000E+00	-2.75840E-04
2.06000E+00	2.50220E-04	1.36328E+00	2.50000E-05	0.00000E+00	-2.75100E-04
2.08000E+00	2.50240E-04	1.36392E+00	2.50000E-05	0.00000E+00	-2.75360E-04
2.10000E+00	2.50500E-04	1.36552E+00	2.50000E-05	0.00000E+00	-2.75400E-04
2.12000E+00	2.50980E-04	1.36660E+00	2.50000E-05	0.00000E+00	-2.75880E-04
2.14000E+00	2.51060E-04	1.36712E+00	2.50000E-05	0.00000E+00	-2.75840E-04
2.16000E+00	2.50960E-04	1.36828E+00	2.50000E-05	0.00000E+00	-2.75800E-04
2.18000E+00	2.50920E-04	1.36916E+00	2.50000E-05	0.00000E+00	-2.75940E-04
2.20000E+00	2.51860E-04	1.37072E+00	2.50000E-05	0.00000E+00	-2.76020E-04
2.22000E+00	2.51260E-04	1.37092E+00	2.50000E-05	0.00000E+00	-2.76300E-04
2.24000E+00	2.51400E-04	1.37288E+00	2.50000E-05	0.00000E+00	-2.76600E-04
2.26000E+00	2.51540E-04	1.37452E+00	2.50000E-05	0.00000E+00	-2.76500E-04
2.28000E+00	2.51880E-04	1.37512E+00	2.50000E-05	0.00000E+00	-2.76800E-04
2.30000E+00	2.52160E-04	1.37636E+00	2.50000E-05	0.00000E+00	-2.77160E-04
2.32000E+00	2.52120E-04	1.37756E+00	2.50000E-05	0.00000E+00	-2.77220E-04
2.34000E+00	2.52580E-04	1.37864E+00	2.50000E-05	0.00000E+00	-2.77760E-04
2.36000E+00	2.52560E-04	1.38020E+00	2.50000E-05	0.00000E+00	-2.77600E-04
2.38000E+00	2.52860E-04	1.38156E+00	2.50000E-05	0.00000E+00	-2.77880E-04
2.40000E+00	2.53020E-04	1.38284E+00	2.50000E-05	0.00000E+00	-2.78180E-04
2.42000E+00	2.53380E-04	1.38404E+00	2.50000E-05	0.00000E+00	-2.78540E-04
2.44000E+00	2.53740E-04	1.38544E+00	2.50000E-05	0.00000E+00	-2.78540E-04
2.46000E+00	2.54040E-04	1.38652E+00	2.50000E-05	0.00000E+00	-2.78920E-04
2.48000E+00	2.54020E-04	1.38752E+00	2.50000E-05	0.00000E+00	-2.78880E-04
2.50000E+00	2.54320E-04	1.38880E+00	2.50000E-05	0.00000E+00	-2.79460E-04
2.52000E+00	2.54720E-04	1.39044E+00	2.50000E-05	0.00000E+00	-2.80060E-04
2.54000E+00	2.54920E-04	1.39152E+00	2.50000E-05	0.00000E+00	-2.79600E-04
2.56000E+00	2.55480E-04	1.39296E+00	2.50000E-05	0.00000E+00	-2.80280E-04
2.58000E+00	2.55760E-04	1.39456E+00	2.50000E-05	0.00000E+00	-2.80260E-04
2.60000E+00	2.55540E-04	1.39664E+00	2.50000E-05	0.00000E+00	-2.80840E-04
2.62000E+00	2.56280E-04	1.39812E+00	2.50000E-05	0.00000E+00	-2.81000E-04
2.64000E+00	2.56880E-04	1.39944E+00	2.50000E-05	0.00000E+00	-2.81420E-04
2.66000E+00	2.56860E-04	1.40084E+00	2.50000E-05	0.00000E+00	-2.81940E-04
2.68000E+00	2.57460E-04	1.40248E+00	2.50000E-05	0.00000E+00	-2.82420E-04
2.70000E+00	2.57800E-04	1.40372E+00	2.50000E-05	0.00000E+00	-2.82740E-04
2.72000E+00	2.58060E-04	1.40516E+00	2.50000E-05	0.00000E+00	-2.82660E-04
2.74000E+00	2.58140E-04	1.40640E+00	2.50000E-05	0.00000E+00	-2.83180E-04
2.76000E+00	2.58500E-04	1.40796E+00	2.50000E-05	0.00000E+00	-2.83420E-04
2.78000E+00	2.59040E-04	1.40944E+00	2.50000E-05	0.00000E+00	-2.83980E-04
2.80000E+00	2.59440E-04	1.41180E+00	2.50000E-05	0.00000E+00	-2.84480E-04
2.82000E+00	2.59760E-04	1.41280E+00	2.50000E-05	0.00000E+00	-2.84780E-04
2.84000E+00	2.60080E-04	1.41500E+00	2.50000E-05	0.00000E+00	-2.85800E-04
2.86000E+00	2.60980E-04	1.41648E+00	2.50000E-05	0.00000E+00	-2.85860E-04
2.88000E+00	2.61320E-04	1.41816E+00	2.50000E-05	0.00000E+00	-2.85980E-04
2.90000E+00	2.61760E-04	1.42020E+00	2.50000E-05	0.00000E+00	-2.86720E-04
2.92000E+00	2.62100E-04	1.42176E+00	2.50000E-05	0.00000E+00	-2.87160E-04
2.94000E+00	2.63080E-04	1.42340E+00	2.50000E-05	0.00000E+00	-2.87880E-04
2.96000E+00	2.63440E-04	1.42512E+00	2.50000E-05	0.00000E+00	-2.88540E-04
2.98000E+00	2.63760E-04	1.42704E+00	2.50000E-05	0.00000E+00	-2.88920E-04
3.00000E+00	2.65140E-04	1.42912E+00	2.50000E-05	0.00000E+00	-2.89600E-04
3.02000E+00	2.65300E-04	1.43120E+00	2.50000E-05	0.00000E+00	-2.90640E-04
3.04000E+00	2.65880E-04	1.43356E+00	2.50000E-05	0.00000E+00	-2.91060E-04
3.06000E+00	2.66480E-04	1.43524E+00	2.50000E-05	0.00000E+00	-2.91580E-04
3.08000E+00	2.66920E-04	1.43752E+00	2.50000E-05	0.00000E+00	-2.92100E-04
3.10000E+00	2.67960E-04	1.44012E+00	2.50000E-05	0.00000E+00	-2.92960E-04
3.12000E+00	2.68600E-04	1.44156E+00	2.50000E-05	0.00000E+00	-2.93740E-04
3.14000E+00	2.69560E-04	1.44392E+00	2.50000E-05	0.00000E+00	-2.94480E-04
3.16000E+00	2.70160E-04	1.44604E+00	2.50000E-05	0.00000E+00	-2.95120E-04
3.18000E+00	2.71080E-04	1.44772E+00	2.50000E-05	0.00000E+00	-2.96220E-04
3.20000E+00	2.71980E-04	1.45064E+00	2.50000E-05	0.00000E+00	-2.97160E-04
3.22000E+00	2.72880E-04	1.45360E+00	2.50000E-05	0.00000E+00	-2.97700E-04
3.24000E+00	2.73740E-04	1.45624E+00	2.50000E-05	0.00000E+00	-2.98460E-04
3.26000E+00	2.74960E-04	1.45896E+00	2.50000E-05	0.00000E+00	-3.00120E-04
3.28000E+00	2.75800E-04	1.46048E+00	2.50000E-05	0.00000E+00	-3.00620E-04
3.30000E+00	2.76920E-04	1.46380E+00	2.50000E-05	0.00000E+00	-3.01700E-04
3.32000E+00	2.77920E-04	1.46596E+00	2.50000E-05	0.00000E+00	-3.02960E-04
3.34000E+00	2.79040E-04	1.46888E+00	2.50000E-05	0.00000E+00	-3.03900E-04
3.36000E+00	2.79960E-04	1.47104E+00	2.50000E-05	0.00000E+00	-3.05220E-04
3.38000E+00	2.81440E-04	1.47420E+00	2.50000E-05	0.00000E+00	-3.06340E-04
3.40000E+00	2.82460E-04	1.47580E+00	2.50000E-05	0.00000E+00	-3.07820E-04
3.42000E+00	2.83940E-04	1.47944E+00	2.50000E-05	0.00000E+00	-3.08800E-04
3.44000E+00	2.85380E-04	1.48248E+00	2.50000E-05	0.00000E+00	-3.10200E-04
3.46000E+00	2.87020E-04	1.48496E+00	2.50000E-05	0.00000E+00	-3.11960E-04
3.48000E+00	2.88420E-04	1.48796E+00	2.50000E-05	0.00000E+00	-3.12860E-04
3.50000E+00	2.89840E-04	1.49124E+00	2.50000E-05	0.00000E+00	-3.14720E-04
3.52000E+00	2.91620E-04	1.49440E+00	2.50000E-05	0.00000E+00	-3.16820E-04
3.54000E+00	2.93080E-04	1.49740E+00	2.50000E-05	0.00000E+00	-3.17980E-04
3.56000E+00	2.94740E-04	1.50032E+00	2.50000E-05	0.00000E+00	-3.19680E-04
3.58000E+00	2.96560E-04	1.50364E+00	2.50000E-05	0.00000E+00	-3.21720E-04
3.60000E+00	2.98340E-04	1.50664E+00	2.50000E-05	0.00000E+00	-3.23540E-04
3.62000E+00	3.00360E-04	1.51056E+00	2.50000E-05	0.00000E+00	-3.25260E-04
3.64000E+00	3.02100E-04	1.51380E+00	2.50000E-05	0.00000E+00	-3.27340E-04
3.66000E+00	3.04180E-04	1.51740E+00	2.50000E-05	0.00000E+00	-3.29260E-04
3.68000E+00	3.06740E-04	1.52104E+00	2.50000E-05	0.00000E+00	-3.31200E-04
3.70000E+00	3.08520E-04	1.52504E+00	2.50000E-05	0.00000E+00	-3.33380E-04
3.72000E+00	3.11220E-04	1.52836E+00	2.50000E-05	0.00000E+00	-3.36100E-04
3.74000E+00	3.13000E-04	1.53308E+00	2.50000E-05	0.00000E+00	-3.37980E-04
3.76000E+00	3.15280E-04	1.53704E+00	2.50000E-05	0.00000E+00	-3.40520E-04
3.78000E+00	3.17600E-04	1.54132E+00	2.50000E-05	0.00000E+00	-3.43280E-04
3.80000E+00	3.20480E-04	1.54520E+00	2.50000E-05	0.00000E+00	-3.45400E-04
3.82000E+00	3.23160E-04	1.54904E+00	2.50000E-05	0.00000E+00	-3.48320E-04
3.84000E+00	3.26020E-04	1.55308E+00	2.50000E-05	0.00000E+00	-3.51200E-04
3.86000E+00	3.29000E-04	1.55760E+00	2.50000E-05	0.00000E+00	-3.54240E-04
3.88000E+00	3.31820E-04	1.56180E+00	2.50000E-05	0.00000E+00	-3.56320E-04
3.90000E+00	3.34420E-04	1.56676E+00	2.50000E-05	0.00000E+00	-3.59440E-04
3.92000E+00	3.38040E-04	1.57160E+00	2.50000E-05	0.00000E+00	-3.62860E-04
3.94000E+00	3.40680E-04	1.57628E+00	2.50000E-05	0.00000E+00	-3.65400E-04
3.96000E+00	3.44100E-04	1.58088E+00	2.50000E-05	0.00000E+00	-3.69180E-04
3.98000E+00	3.47300E-04	1.58592E+00	2.50000E-05	0.00000E+00	-3.72140E-04
4.00000E+00	3.50900E-04	1.59088E+00	2.50000E-05	0.00000E+00	-3.75560E-04
0.00000E+00	-4.99940E-05	1.98600E-01	5.00000E-05	0.00000E+00	-2.96060E-09
2.00000E-02	-4.99980E-05	2.16600E-01	5.00000E-05	0.00000E+00	1.83620E-09
4.00000E-02	-4.99980E-05	2.38640E-01	5.00000E-05	0.00000E+00	-2.86860E-09
6.00000E-02	-4.99660E-05	2.58440E-01	5.00000E-05	0.00000E+00	-2.75890E-09
8.00000E-02	-4.99920E-05	2.80960E-01	5.00000E-05	0.00000E+00	-3.14140E-09
1.00000E-01	-4.99980E-05	2.98240E-01	5.00000E-05	0.00000E+00	-5.53770E-09
1.20000E-01	-4.99740E-05	3.19560E-01	5.00000E-05	0.00000E+00	-5.00500E-09
1.40000E-01	-5.00040E-05	3.37800E-01	5.00000E-05	0.00000E+00	-1.18964E-08
1.60000E-01	-4.99740E-05	3.58440E-01	5.00000E-05	0.00000E+00	-1.50680E-08
1.80000E-01	-4.99660E-05	3.77400E-01	5.00000E-05	0.00000E+00	-3.26358E-08
2.00000E-01	-4.99340E-05	3.98120E-01	5.00000E-05	0.00000E+00	-5.68720E-08
2.20000E-01	-4.98980E-05	4.17240E-01	5.00000E-05	0.00000E+00	-1.03237E-07
2.40000E-01	-4.98000E-05	4.37960E-01	5.00000E-05	0.00000E+00	-1.91900E-07
2.60000E-01	-4.96580E-05	4.54480E-01	5.00000E-05	0.00000E+00	-3.39140E-07
2.80000E-01	-4.94120E-05	4.75280E-01	5.00000E-05	0.00000E+00	-6.03660E-07
3.00000E-01	-4.90480E-05	4.96680E-01	5.00000E-05	0.00000E+00	-1.00158E-06
3.20000E-01	-4.84900E-05	5.17760E-01	5.00000E-05	0.00000E+00	-1.48370E-06
3.40000E-01	-4.78260E-05	5.37880E-01	5.00000E-05	0.00000E+00	-2.26460E-06
3.60000E-01	-4.70420E-05	5.57600E-01	5.00000E-05	0.00000E+00	-2.94350E-06
3.80000E-01	-4.61580E-05	5.77240E-01	5.00000E-05	0.00000E+00	-3.89960E-06
4.00000E-01	-4.51520E-05	5.96800E-01	5.00000E-05	0.00000E+00	-4.83480E-06
4.20000E-01	-4.40380E-05	6.15640E-01	5.00000E-05	0.00000E+00	-5.93480E-06
4.40000E-01	-4.27400E-05	6.36840E-01	5.00000E-05	0.00000E+00	-7.18620E-06
4.60000E-01	-4.14280E-05	6.57120E-01	5.00000E-05	0.00000E+00	-8.63570E-06
4.80000E-01	-3.97900E-05	6.76680E-01	5.00000E-05	0.00000E+00	-1.02677E-05
5.00000E-01	-3.81240E-05	6.96640E-01	5.00000E-05	0.00000E+00	-1.20160E-05
5.20000E-01	-3.60480E-05	7.15680E-01	5.00000E-05	0.00000E+00	-1.39040E-05
5.40000E-01	-3.39520E-05	7.35960E-01	5.00000E-05	0.00000E+00	-1.63840E-05
5.60000E-01	-3.15020E-05	7.54800E-01	5.00000E-05	0.00000E+00	-1.84340E-05
5.80000E-01	-2.88340E-05	7.75400E-01	5.00000E-05	0.00000E+00	-2.11700E-05
6.00000E-01	-2.59100E-05	7.94920E-01	5.00000E-05	0.00000E+00	-2.41280E-05
6.20000E-01	-2.27360E-05	8.13880E-01	5.00000E-05	0.00000E+00	-2.72060E-05
6.40000E-01	-1.92180E-05	8.34800E-01	5.00000E-05	0.00000E+00	-3.07360E-05
6.60000E-01	-1.53860E-05	8.53000E-01	5.00000E-05	0.00000E+00	-3.48060E-05
6.80000E-01	-1.12940E-05	8.74400E-01	5.00000E-05	0.00000E+00	-3.87140E-05
7.00000E-01	-6.72380E-06	8.92080E-01	5.00000E-05	0.00000E+00	-4.34040E-05
7.20000E-01	-1.81720E-06	9.12040E-01	5.00000E-05	0.00000E+00	-4.84260E-05
7.40000E-01	3.39910E-06	9.28000E-01	5.00000E-05	0.00000E+00	-5.34820E-05
7.60000E-01	9.12390E-06	9.49680E-01	5.00000E-05	0.00000E+00	-5.91040E-05
7.80000E-01	1.51800E-05	9.69360E-01	5.00000E-05	0.00000E+00	-6.51500E-05
8.00000E-01	2.14440E-05	9.84200E-01	5.00000E-05	0.00000E+00	-7.13680E-05
8.20000E-01	2.83740E-05	1.00964E+00	5.00000E-05	0.00000E+00	-7.90840E-05
8.40000E-01	3.64440E-05	1.02812E+00	5.00000E-05	0.00000E+00	-8.65200E-05
8.60000E-01	4.44700E-05	1.04604E+00	5.00000E-05	0.00000E+00	-9.40720E-05
8.80000E-01	5.25220E-05	1.06788E+00	5.00000E-05	0.00000E+00	-1.02494E-04
9.00000E-01	6.09540E-05	1.08668E+00	5.00000E-05	0.00000E+00	-1.11424E-04
9.20000E-01	7.02440E-05	1.10584E+00	5.00000E-05	0.00000E+00	-1.20020E-04
9.40000E-01	7.91280E-05	1.12468E+00	5.00000E-05	0.00000E+00	-1.30520E-04
9.60000E-01	9.14260E-05	1.14740E+00	5.00000E-05	0.00000E+00	-1.41560E-04
9.80000E-01	1.02474E-04	1.16400E+00	5.00000E-05	0.00000E+00	-1.50060E-04
1.00000E+00	1.13016E-04	1.18416E+00	5.00000E-05	0.00000E+00	-1.62720E-04
1.02000E+00	1.24700E-04	1.20348E+00	5.00000E-05	0.00000E+00	-1.72900E-04
1.04000E+00	1.33580E-04	1.21712E+00	5.00000E-05	0.00000E+00	-1.85340E-04
1.06000E+00	1.45700E-04	1.23120E+00	5.00000E-05	0.00000E+00	-1.95580E-04
1.08000E+00	1.58380E-04	1.25368E+00	5.00000E-05	0.00000E+00	-2.08800E-04
1.10000E+00	1.72360E-04	1.27244E+00	5.00000E-05	0.00000E+00	-2.22200E-04
1.12000E+00	1.86960E-04	1.29204E+00	5.00000E-05	0.00000E+00	-2.35760E-04
1.14000E+00	2.01140E-04	1.31004E+00	5.00000E-05	0.00000E+00	-2.51700E-04
1.16000E+00	2.15580E-04	1.32748E+00	5.00000E-05	0.00000E+00	-2.65960E-04
1.18000E+00	2.30740E-04	1.34360E+00	5.00000E-05	0.00000E+00	-2.80900E-04
1.20000E+00	2.46900E-04	1.36312E+00	5.00000E-05	0.00000E+00	-2.95020E-04
1.22000E+00	2.62900E-04	1.38176E+00	5.00000E-05	0.00000E+00	-3.12580E-04
1.24000E+00	2.80440E-04	1.39964E+00	5.00000E-05	0.00000E+00	-3.28000E-04
1.26000E+00	2.97580E-04	1.41288E+00	5.00000E-05	0.00000E+00	-3.46680E-04
1.28000E+00	3.14340E-04	1.43488E+00	5.00000E-05	0.00000E+00	-3.61560E-04
1.30000E+00	3.34100E-04	1.44976E+00	5.00000E-05	0.00000E+00	-3.81600E-04
1.32000E+00	3.51600E-04	1.46532E+00	5.00000E-05	0.00000E+00	-4.02080E-04
1.34000E+00	3.72360E-04	1.48572E+00	5.00000E-05	0.00000E+00	-4.22460E-04
1.36000E+00	3.88380E-04	1.50020E+00	5.00000E-05	0.00000E+00	-4.41860E-04
1.38000E+00	4.10320E-04	1.51992E+00	5.00000E-05	0.00000E+00	-4.60700E-04
1.40000E+00	4.30680E-04	1.53760E+00	5.00000E-05	0.00000E+00	-4.78460E-04
1.42000E+00	4.52100E-04	1.55492E+00	5.00000E-05	0.00000E+00	-5.02840E-04
1.44000E+00	4.72200E-04	1.57008E+00	5.00000E-05	0.00000E+00	-5.22080E-04
1.46000E+00	4.92040E-04	1.58368E+00	5.00000E-05	0.00000E+00	-5.41620E-04
1.48000E+00	5.13840E-04	1.60272E+00	5.00000E-05	0.00000E+00	-5.60420E-04
1.50000E+00	5.33820E-04	1.61808E+00	5.00000E-05	0.00000E+00	-5.84740E-04
1.52000E+00	5.54300E-04	1.63356E+00	5.00000E-05	0.00000E+00	-6.06860E-04
1.54000E+00	5.75020E-04	1.64716E+00	5.00000E-05	0.00000E+00	-6.26560E-04
1.56000E+00	5.90940E-04	1.66096E+00	5.00000E-05	0.00000E+00	-6.43420E-04
1.58000E+00	6.13120E-04	1.67456E+00	5.00000E-05	0.00000E+00	-6.58100E-04
1.60000E+00	6.29780E-04	1.68500E+00	5.00000E-05	0.00000E+00	-6.80240E-04
1.62000E+00	6.41780E-04	1.69604E+00	5.00000E-05	0.00000E+00	-6.94200E-04
1.64000E+00	6.61420E-04	1.70740E+00	5.00000E-05	0.00000E+00	-7.07820E-04
1.66000E+00	6.74440E-04	1.71664E+00	5.00000E-05	0.00000E+00	-7.23500E-04
1.68000E+00	6.83000E-04	1.72408E+00	5.00000E-05	0.00000E+00	-7.33240E-04
1.70000E+00	6.88920E-04	1.72896E+00	5.00000E-05	0.00000E+00	-7.39980E-04
1.72000E+00	6.94980E-04	1.73376E+00	5.00000E-05	0.00000E+00	-7.45260E-04
1.74000E+00	6.97020E-04	1.73708E+00	5.00000E-05	0.00000E+00	-7.48000E-04
1.76000E+00	6.99940E-04	1.73960E+00	5.00000E-05	0.00000E+00	-7.49340E-04
1.78000E+00	7.01360E-04	1.74204E+00	5.00000E-05	0.00000E+00	-7.50880E-04
1.80000E+00	7.02140E-04	1.74440E+00	5.00000E-05	0.00000E+00	-7.52360E-04
1.82000E+00	7.02240E-04	1.74576E+00	5.00000E-05	0.00000E+00	-7.52200E-04
1.84000E+00	7.02860E-04	1.74708E+00	5.00000E-05	0.00000E+00	-7.52260E-04
1.86000E+00	7.02780E-04	1.74896E+00	5.00000E-05	0.00000E+00	-7.52700E-04
1.88000E+00	7.02840E-04	1.75072E+00	5.00000E-05	0.00000E+00	-7.53140E-04
1.90000E+00	7.03380E-04	1.75232E+00	5.00000E-05	0.00000E+00	-7.52780E-04
1.92000E+00	7.03340E-04	1.75452E+00	5.00000E-05	0.00000E+00	-7.53080E-04
1.94000E+00	7.03840E-04	1.75572E+00	5.00000E-05	0.00000E+00	-7.53620E-04
1.96000E+00	7.03680E-04	1.75872E+00	5.00000E-05	0.00000E+00	-7.53980E-04
1.98000E+00	7.03960E-04	1.76044E+00	5.00000E-05	0.00000E+00	-7.54900E-04
2.00000E+00	7.04560E-04	1.76168E+00	5.00000E-05	0.00000E+00	-7.54180E-04
2.02000E+00	7.04680E-04	1.76408E+00	5.00000E-05	0.00000E+00	-7.54540E-04
2.04000E+00	7.04720E-04	1.76496E+00	5.00000E-05	0.00000E+00	-7.54620E-04
2.06000E+00	7.04500E-04	1.76764E+00	5.00000E-05	0.00000E+00	-7.54580E-04
2.08000E+00	7.04560E-04	1.76904E+00	5.00000E-05	0.00000E+00	-7.54080E-04
2.10000E+00	7.04660E-04	1.77084E+00	5.00000E-05	0.00000E+00	-7.55020E-04
2.12000E+00	7.05960E-04	1.77268E+00	5.00000E-05	0.00000E+00	-7.55260E-04
2.14000E+00	7.05660E-04	1.77448E+00	5.00000E-05	0.00000E+00	-7.55480E-04
2.16000E+00	7.05920E-04	1.77664E+00	5.00000E-05	0.00000E+00	-7.55620E-04
2.18000E+00	7.05560E-04	1.77888E+00	5.00000E-05	0.00000E+00	-7.55720E-04
2.20000E+00	7.05780E-04	1.78036E+00	5.00000E-05	0.00000E+00	-7.55540E-04
2.22000E+00	7.06500E-04	1.78236E+00	5.00000E-05	0.00000E+00	-7.56000E-04
2.24000E+00	7.06020E-04	1.78372E+00	5.00000E-05	0.00000E+00	-7.56540E-04
2.26000E+00	7.06600E-04	1.78580E+00	5.00000E-05	0.00000E+00	-7.56280E-04
2.28000E+00	7.07760E-04	1.78752E+00	5.00000E-05	0.00000E+00	-7.57000E-04
2.30000E+00	7.07120E-04	1.79020E+00	5.00000E-05	0.00000E+00	-7.57320E-04
2.32000E+00	7.07420E-04	1.79156E+00	5.00000E-05	0.00000E+00	-7.57720E-04
2.34000E+00	7.08000E-04	1.79356E+00	5.00000E-05	0.00000E+00	-7.57880E-04
2.36000E+00	7.07940E-04	1.79572E+00	5.00000E-05	0.00000E+00	-7.58100E-04
2.38000E+00	7.08040E-04	1.79736E+00	5.00000E-05	0.00000E+00	-7.57800E-04
2.40000E+00	7.08660E-04	1.79960E+00	5.00000E-05	0.00000E+00	-7.58100E-04
2.42000E+00	7.08640E-04	1.80160E+00	5.00000E-05	0.00000E+00	-7.58780E-04
2.44000E+00	7.08400E-04	1.80340E+00	5.00000E-05	0.00000E+00	-7.58880E-04
2.46000E+00	7.08980E-04	1.80520E+00	5.00000E-05	0.00000E+00	-7.59360E-04
2.48000E+00	7.09800E-04	1.80752E+00	5.00000E-05	0.00000E+00	-7.59940E-04
2.50000E+00	7.10000E-04	1.80936E+00	5.00000E-05	0.00000E+00	-7.59360E-04
2.52000E+00	7.09620E-04	1.81132E+00	5.00000E-05	0.00000E+00	-7.59500E-04
2.54000E+00	7.10440E-04	1.81364E+00	5.00000E-05	0.00000E+00	-7.64600E-04
2.56000E+00	7.10760E-04	1.81508E+00	5.00000E-05	0.00000E+00	-7.60080E-04
2.58000E+00	7.10980E-04	1.81720E+00	5.00000E-05	0.00000E+00	-7.60640E-04
2.60000E+00	7.11060E-04	1.81976E+00	5.00000E-05	0.00000E+00	-7.61260E-04
2.62000E+00	7.11200E-04	1.82148E+00	5.00000E-05	0.00000E+00	-7.61020E-04
2.64000E+00	7.11540E-04	1.82440E+00	5.00000E-05	0.00000E+00	-7.61380E-04
2.66000E+00	7.12700E-04	1.82588E+00	5.00000E-05	0.00000E+00	-7.62700E-04
2.68000E+00	7.12180E-04	1.82796E+00	5.00000E-05	0.00000E+00	-7.67160E-04
2.70000E+00	7.12320E-04	1.83028E+00	5.00000E-05	0.00000E+00	-7.62240E-04
2.72000E+00	7.12700E-04	1.83228E+00	5.00000E-05	0.00000E+00	-7.62880E-04
2.74000E+00	7.13000E-04	1.83488E+00	5.00000E-05	0.00000E+00	-7.63540E-04
2.76000E+00	7.13940E-04	1.83720E+00	5.00000E-05	0.00000E+00	-7.63360E-04
2.78000E+00	7.14280E-04	1.84008E+00	5.00000E-05	0.00000E+00	-7.63660E-04
2.80000E+00	7.14380E-04	1.84180E+00	5.00000E-05	0.00000E+00	-7.64300E-04
2.82000E+00	7.15800E-04	1.84412E+00	5.00000E-05	0.00000E+00	-7.65480E-04
2.84000E+00	7.15480E-04	1.84660E+00	5.00000E-05	0.00000E+00	-7.65740E-04
2.86000E+00	7.15700E-04	1.84932E+00	5.00000E-05	0.00000E+00	-7.66120E-04
2.88000E+00	7.16020E-04	1.85092E+00	5.00000E-05	0.00000E+00	-7.66160E-04
2.90000E+00	7.16860E-04	1.85352E+00	5.00000E-05	0.00000E+00	-7.66740E-04
2.92000E+00	7.17440E-04	1.85564E+00	5.00000E-05	0.00000E+00	-7.67580E-04
2.94000E+00	7.17540E-04	1.85888E+00	5.00000E-05	0.00000E+00	-7.67040E-04
2.96000E+00	7.18480E-04	1.86048E+00	5.00000E-05	0.00000E+00	-7.67980E-04
2.98000E+00	7.18480E-04	1.86332E+00	5.00000E-05	0.00000E+00	-7.68580E-04
3.00000E+00	7.18520E-04	1.86484E+00	5.00000E-05	0.00000E+00	-7.68480E-04
3.02000E+00	7.18980E-04	1.86728E+00	5.00000E-05	0.00000E+00	-7.69360E-04
3.04000E+00	7.19560E-04	1.87120E+00	5.00000E-05	0.00000E+00	-7.69340E-04
3.06000E+00	7.20200E-04	1.87308E+00	5.00000E-05	0.00000E+00	-7.70340E-04
3.08000E+00	7.20520E-04	1.87512E+00	5.00000E-05	0.00000E+00	-7.70980E-04
3.10000E+00	7.21420E-04	1.87876E+00	5.00000E-05	0.00000E+00	-7.71320E-04
3.12000E+00	7.22100E-04	1.88112E+00	5.00000E-05	0.00000E+00	-7.71680E-04
3.14000E+00	7.22380E-04	1.88356E+00	5.00000E-05	0.00000E+00	-7.72880E-04
3.16000E+00	7.22980E-04	1.88556E+00	5.00000E-05	0.00000E+00	-7.73140E-04
3.18000E+00	7.24260E-04	1.88824E+00	5.00000E-05	0.00000E+00	-7.74060E-04
3.20000E+00	7.25340E-04	1.89104E+00	5.00000E-05	0.00000E+00	-7.75200E-04
3.22000E+00	7.25180E-04	1.89356E+00	5.00000E-05	0.00000E+00	-7.75760E-04
3.24000E+00	7.26400E-04	1.89668E+00	5.00000E-05	0.00000E+00	-7.75880E-04
3.26000E+00	7.26760E-04	1.89972E+00	5.00000E-05	0.00000E+00	-7.76640E-04
3.28000E+00	7.27820E-04	1.90228E+00	5.00000E-05	0.00000E+00	-7.77460E-04
